year,pick,player,ws,ws_per_48,bpm,vorp,g,mp,seasons
2016,53,Petr Cornelie,0.0,-.015,-8.8,-0.1,13,38,1
2016,54,Kay Felder,-0.4,-.041,-4.7,-0.4,58,526,2
2016,55,Marcus Paige,0.0,-.006,-8.8,0.0,5,28,1
2016,56,Daniel Hamilton,0.0,.000,-3.3,-0.1,25,232,2
2016,57,Wang Zhelin,,,,,,,
2016,58,Abdel Nader,2.8,.052,-2.6,-0.4,202,2583,5
2016,59,Isaiah Cousins,,,,,,,
2016,60,Tyrone Wallace,0.1,.003,-5.2,-1.4,112,1714,4
2017,1,Markelle Fultz,8.3,.065,-1.3,1.1,260,6159,9
2017,2,Lonzo Ball,13.3,.066,0.8,6.9,322,9692,7
2017,3,Jayson Tatum,67.2,.156,3.8,30.3,601,20707,9
2017,4,Josh Jackson,-1.7,-.012,-3.8,-3.1,291,6718,5
2017,5,De'Aaron Fox,40.3,.097,1.0,15.1,603,19892,9
2017,6,Jonathan Isaac,14.9,.116,0.7,4.3,328,6161,7
2017,7,Lauri Markkanen,36.7,.114,1.2,12.2,492,15401,9
2017,8,Frank Ntilikina,0.3,.003,-4.4,-3.4,321,5454,7
2017,9,Dennis Smith Jr.,2.3,.015,-2.1,-0.2,326,7601,7
2017,10,Zach Collins,12.4,.081,-1.4,1.0,388,7321,8
2017,11,Malik Monk,16.1,.058,-1.0,3.1,585,13307,9
2017,12,Luke Kennard,28.1,.108,0.0,6.3,538,12440,9
2017,13,Donovan Mitchell,60.2,.140,3.6,29.4,609,20585,9
2017,14,Bam Adebayo,64.0,.156,2.5,22.2,640,19719,9
2017,15,Justin Jackson,5.3,.052,-2.8,-1.0,280,4886,7
2017,16,Justin Patton,0.4,.066,-2.8,-0.1,22,296,4
2017,17,D.J. Wilson,2.9,.077,-2.4,-0.2,148,1818,6
2017,18,T.J. Leaf,2.7,.104,-1.8,0.1,146,1238,4
2017,19,John Collins,43.8,.135,0.5,10.0,541,15611,9
2017,20,Harry Giles III,3.1,.076,-2.5,-0.2,165,1935,4
2017,21,Terrance Ferguson,4.4,.053,-4.0,-2.1,204,4000,4
2017,22,Jarrett Allen,73.1,.200,2.4,19.4,624,17540,9
2017,23,OG Anunoby,37.6,.106,0.4,10.5,559,17078,9
2017,24,Tyler Lydon,0.2,.084,-4.3,-0.1,26,96,2
2017,25,Anžejs Pasečņiks,0.4,.038,-6.2,-0.5,28,443,2
2017,26,Caleb Swanigan,-0.2,-.015,-6.2,-0.7,75,655,3
2017,27,Kyle Kuzma,16.3,.042,-1.6,1.8,610,18661,9
2017,28,Tony Bradley,8.9,.167,-0.5,1.0,234,2557,8
2017,29,Derrick White,46.7,.134,2.4,18.4,571,16706,9
2017,30,Josh Hart,42.8,.113,0.8,12.6,596,18123,9
2017,31,Frank Jackson,2.5,.031,-3.9,-1.9,214,3873,5
2017,32,Davon Reed,1.5,.054,-2.9,-0.3,122,1299,4
2017,33,Wes Iwundu,4.2,.053,-3.9,-1.8,226,3827,5
2017,34,Frank Mason III,1.2,.035,-2.7,-0.3,103,1616,4
2017,35,Ivan Rabb,3.2,.125,-1.7,0.1,85,1237,2
2017,36,Jonah Bolden,1.4,.098,-1.3,0.1,51,686,2
2017,37,Semi Ojeleye,5.2,.061,-3.4,-1.5,284,4111,5
2017,38,Jordan Bell,4.9,.121,0.2,1.1,161,1937,5
2017,39,Jawun Evans,-0.4,-.022,-5.4,-0.7,56,843,2
2017,40,Dwayne Bacon,0.8,.010,-5.1,-3.1,207,4012,4
2017,41,Tyler Dorsey,1.1,.031,-3.0,-0.5,107,1680,3
2017,42,Thomas Bryant,22.7,.164,0.9,4.9,393,6642,9
2017,43,Isaiah Hartenstein,33.3,.188,2.4,9.4,426,8511,8
2017,44,Damyean Dotson,3.0,.034,-2.8,-0.9,213,4242,5
2017,45,Dillon Brooks,16.8,.050,-3.3,-5.2,548,16205,9
2017,46,Sterling Brown,6.6,.071,-2.1,-0.1,268,4458,6
2017,47,Ike Anigbogu,0.0,.057,-1.1,0.0,14,36,2
2017,48,Sindarius Thornwell,1.1,.032,-3.1,-0.5,160,1721,4
2017,49,Vlatko Cancar,2.4,.076,-2.5,-0.2,143,1527,5
2017,50,Mathias Lessort,,,,,,,
2017,51,Monte Morris,24.7,.120,0.2,5.6,426,9873,9
2017,52,Edmond Sumner,3.2,.069,-3.0,-0.6,161,2256,5
2017,53,Kadeem Allen,1.0,.075,-1.2,0.1,47,640,3
2017,54,Alec Peters,0.3,.055,-2.8,0.0,20,225,1
2017,55,Nigel Williams-Goss,0.0,.017,-3.9,0.0,10,50,1
2017,56,Jabari Bird,0.2,.098,-3.1,0.0,13,115,1
2017,57,Sasha Vezenkov,1.0,.098,-0.9,0.1,42,511,1
2017,58,Ognjen Jaramaz,,,,,,,
2017,59,Jaron Blossomgame,0.3,.030,-3.8,-0.2,27,439,1
2017,60,Alpha Kaba,,,,,,,
2018,1,Deandre Ayton,43.8,.148,0.6,9.2,470,14230,8
2018,2,Marvin Bagley III,16.3,.102,-1.2,1.5,349,7675,8
2018,3,Luka Dončić,66.6,.178,7.8,44.8,514,18001,8
2018,4,Jaren Jackson Jr.,30.2,.111,0.8,9.2,455,13093,8
2018,5,Trae Young,44.7,.126,2.6,19.7,498,17006,8
2018,6,Mo Bamba,15.7,.122,-0.1,3.0,368,6159,8
2018,7,Wendell Carter Jr.,33.3,.126,-0.3,5.3,461,12735,8
2018,8,Collin Sexton,19.7,.069,-1.1,3.0,475,13771,8
2018,9,Kevin Knox II,0.9,.008,-4.4,-3.4,320,5606,7
2018,10,Mikal Bridges,50.0,.113,0.9,15.8,638,21206,8
2018,11,Shai Gilgeous-Alexander,75.6,.207,6.3,36.9,530,17550,8
2018,12,Miles Bridges,27.8,.086,0.1,8.2,501,15457,7
2018,13,Jerome Robinson,-0.2,-.004,-4.8,-1.2,135,1685,4
2018,14,Michael Porter Jr.,29.4,.120,1.0,8.9,397,11725,7
2018,15,Troy Brown Jr.,8.6,.061,-1.8,0.4,356,6778,6
2018,16,Zhaire Smith,0.0,.011,-6.1,-0.1,13,143,2
2018,17,Donte DiVincenzo,29.1,.107,1.0,10.1,498,13104,8
2018,18,Lonnie Walker IV,4.9,.033,-2.5,-1.0,342,7025,7
2018,19,Kevin Huerter,21.7,.069,-0.9,4.1,551,15115,8
2018,20,Josh Okogie,14.2,.073,-1.7,0.6,494,9306,8
2018,21,Grayson Allen,26.4,.109,0.3,6.6,454,11694,8
2018,22,Chandler Hutchison,1.1,.030,-3.9,-0.9,103,1790,4
2018,23,Aaron Holiday,11.6,.068,-2.0,0.1,505,8147,8
2018,24,Anfernee Simons,15.7,.064,-1.0,2.9,444,11792,8
2018,25,Moritz Wagner,17.9,.132,0.1,3.4,399,6478,8
2018,26,Landry Shamet,15.7,.079,-1.8,0.4,449,9560,8
2018,27,Robert Williams III,28.3,.236,4.6,9.6,294,5762,8
2018,28,Jacob Evans,-0.6,-.047,-7.4,-0.8,59,622,2
2018,29,Dzanan Musa,0.0,.003,-4.6,-0.4,49,526,2
2018,30,Omari Spellman,2.4,.068,-1.5,0.2,95,1691,2
2018,31,Elie Okobo,0.5,.014,-4.1,-0.9,108,1677,2
2018,32,Jevon Carter,9.4,.063,-1.4,1.0,465,7146,8
2018,33,Jalen Brunson,54.2,.155,2.4,18.8,561,16830,8
2018,34,Devonte' Graham,12.7,.073,-0.5,3.2,336,8359,6
2018,35,Melvin Frazier Jr.,-0.4,-.062,-10.0,-0.6,32,290,3
2018,36,Mitchell Robinson,41.0,.212,2.3,10.1,397,9297,8
2018,37,Gary Trent Jr.,19.0,.070,-1.6,1.4,480,13075,8
2018,38,Khyri Thomas,0.5,.058,-2.7,-0.1,39,409,3
2018,39,Isaac Bonga,1.7,.044,-3.6,-0.7,143,1871,4
2018,40,Rodions Kurucs,2.3,.052,-2.8,-0.4,131,2103,3
2018,41,Jarred Vanderbilt,18.6,.122,-0.2,3.3,374,7303,8
2018,42,Bruce Brown,22.9,.082,-1.6,1.3,539,13374,8
2018,43,Justin Jackson,,,,,,,
2018,44,Issuf Sanon,,,,,,,
2018,45,Hamidou Diallo,6.2,.060,-2.1,-0.1,265,4918,6
2018,46,De'Anthony Melton,15.0,.078,0.2,5.2,405,9272,8
2018,47,Svi Mykhailiuk,5.3,.039,-2.4,-0.6,381,6542,8
2018,48,Keita Bates-Diop,7.4,.078,-1.6,0.5,283,4566,6
2018,49,Chimezie Metu,5.7,.076,-1.6,0.3,260,3565,6
2018,50,Alize Johnson,1.3,.108,-2.4,-0.1,76,568,5
2018,51,Tony Carr,,,,,,,
2018,52,Vincent Edwards,0.0,-.014,-6.4,0.0,2,16,1
2018,53,Devon Hall,-0.2,-.116,-6.7,-0.1,11,81,1
2018,54,Shake Milton,11.7,.084,-2.0,-0.1,359,6698,7
2018,55,Arnoldas Kulboka,0.0,-.217,-21.8,0.0,2,5,1
2018,56,Ray Spalding,0.1,.024,-6.2,-0.2,16,167,2
2018,57,Kevin Hervey,-0.1,-.085,-5.1,0.0,10,52,1
2018,58,Thomas Welsh,0.1,.162,1.2,0.0,11,36,1
2018,59,George King,-0.1,-.225,-17.2,-0.1,5,25,2
2018,60,Kostas Antetokounmpo,-0.2,-.098,-9.9,-0.2,22,87,3
2019,1,Zion Williamson,30.3,.170,4.5,14.1,276,8555,6
2019,2,Ja Morant,24.3,.113,2.5,11.8,327,10370,7
2019,3,RJ Barrett,17.3,.057,-1.5,1.8,444,14540,7
2019,4,De'Andre Hunter,13.1,.057,-2.7,-2.0,372,10996,7
2019,5,Darius Garland,27.1,.093,0.2,7.9,427,14037,7
2019,6,Jarrett Culver,-0.1,-.001,-4.5,-1.6,144,2480,4
2019,7,Coby White,19.9,.069,-1.5,1.7,472,13815,7
2019,8,Jaxson Hayes,25.1,.167,-0.1,3.5,433,7229,7
2019,9,Rui Hachimura,18.7,.080,-2.0,0.1,405,11272,7
2019,10,Cam Reddish,3.3,.027,-3.1,-1.7,254,5876,6
2019,11,Cameron Johnson,26.6,.120,1.2,8.8,394,10667,7
2019,12,P.J. Washington,16.5,.058,-1.3,2.6,446,13653,7
2019,13,Tyler Herro,22.3,.084,0.8,9.0,394,12796,7
2019,14,Romeo Langford,2.0,.043,-3.4,-0.8,141,2268,4
2019,15,Sekou Doumbouya,-0.4,-.013,-6.5,-1.8,96,1639,3
2019,16,Chuma Okeke,5.0,.060,-1.1,1.0,198,4028,5
2019,17,Nickeil Alexander-Walker,16.5,.075,-0.6,3.7,459,10545,7
2019,18,Goga Bitadze,19.3,.166,1.1,4.4,383,5577,7
2019,19,Luka Samanic,0.0,.001,-5.6,-0.8,86,921,4
2019,20,Matisse Thybulle,15.4,.095,1.1,6.1,377,7749,7
2019,21,Brandon Clarke,24.6,.184,2.4,7.1,309,6412,7
2019,22,Grant Williams,17.4,.089,-1.6,1.0,416,9421,7
2019,23,Darius Bazley,3.1,.027,-2.4,-0.6,237,5536,5
2019,24,Ty Jerome,11.2,.120,0.9,3.3,244,4480,7
2019,25,Nassir Little,4.7,.061,-2.6,-0.5,237,3735,5
2019,26,Dylan Windler,1.6,.072,-1.4,0.2,101,1090,4
2019,27,Mfiondu Kabengele,0.4,.055,-3.6,-0.2,55,380,3
2019,28,Jordan Poole,11.4,.045,-1.9,0.4,451,12283,7
2019,29,Keldon Johnson,23.2,.089,-1.0,3.2,452,12511,7
2019,30,Kevin Porter Jr.,9.0,.050,-0.9,2.5,309,8671,6
2019,31,Nic Claxton,30.9,.149,1.3,8.2,380,9944,7
2019,32,KZ Okpala,1.0,.050,-4.7,-0.7,98,965,4
2019,33,Carsen Edwards,0.3,.019,-5.1,-0.5,72,706,3
2019,34,Bruno Fernando,3.8,.079,-3.0,-0.6,220,2326,6
2019,35,Didi Louzada,-0.1,-.034,-8.1,-0.3,12,185,2
2019,36,Cody Martin,7.1,.059,-1.8,0.3,263,5733,7
2019,37,Deividas Sirvydis,-0.1,-.032,-5.9,-0.2,23,160,2
2019,38,Daniel Gafford,35.2,.195,1.7,8.2,433,8684,7
2019,39,Alen Smailagic,0.3,.056,-3.3,-0.1,29,223,2
2019,40,Justin James,0.3,.024,-3.1,-0.2,72,542,2
2019,41,Eric Paschall,5.0,.078,-2.2,-0.1,158,3086,3
2019,42,Admiral Schofield,1.2,.043,-4.6,-0.9,131,1372,4
2019,43,Jaylen Nowell,4.7,.064,-2.1,-0.1,205,3519,6
2019,44,Bol Bol,5.0,.088,-0.4,1.1,202,2750,6
2019,45,Isaiah Roby,4.0,.068,-2.3,-0.2,151,2858,4
2019,46,Talen Horton-Tucker,6.0,.049,-2.0,0.0,305,5942,6
2019,47,Ignas Brazdeikis,0.4,.024,-4.9,-0.6,64,838,3
2019,48,Terance Mann,23.3,.105,-1.2,2.2,475,10630,7
2019,49,Quinndary Weatherspoon,0.2,.030,-5.5,-0.2,42,272,3
2019,50,Jarrell Brantley,0.6,.108,0.0,0.1,41,273,3
2019,51,Tremont Waters,0.1,.012,-3.0,-0.1,40,407,3
2019,52,Jalen McDaniels,5.3,.056,-3.3,-1.5,252,4550,6
2019,53,Justin Wright-Foreman,0.0,-.008,-9.0,-0.1,4,45,1
2019,54,Marial Shayok,-0.1,-.130,-13.0,-0.1,4,28,1
2019,55,Kyle Guy,0.1,.006,-4.9,-0.3,53,431,3
2019,56,Jaylen Hands,,,,,,,
2019,57,Jordan Bone,0.1,.010,-5.9,-0.2,24,249,2
2019,58,Miye Oni,1.0,.070,-2.5,-0.1,80,672,3
2019,59,Dewan Hernandez,0.0,.043,-9.6,-0.1,6,28,1
2019,60,Vanja Marinkovic,,,,,,,
2020,1,Anthony Edwards,31.4,.098,2.1,15.8,442,15400,6
2020,2,James Wiseman,4.3,.072,-4.0,-1.5,152,2857,5
2020,3,LaMelo Ball,19.8,.101,3.3,12.5,303,9392,6
2020,4,Patrick Williams,8.3,.044,-2.6,-1.4,348,8952,6
2020,5,Isaac Okoro,18.2,.084,-2.3,-0.8,397,10441,6
2020,6,Onyeka Okongwu,30.9,.161,0.6,6.0,381,9208,6
2020,7,Killian Hayes,-0.4,-.004,-4.0,-3.0,239,6047,6
2020,8,Obi Toppin,17.7,.128,1.2,5.4,386,6662,6
2020,9,Deni Avdija,21.7,.088,0.0,6.0,425,11878,6
2020,10,Jalen Smith,14.6,.128,-0.3,2.4,324,5463,6
2020,11,Devin Vassell,16.8,.077,-0.3,4.4,370,10446,6
2020,12,Tyrese Haliburton,37.6,.164,4.8,18.9,333,10998,5
2020,13,Kira Lewis Jr.,1.3,.036,-3.5,-0.6,131,1745,4
2020,14,Aaron Nesmith,11.2,.072,-2.1,-0.2,333,7511,6
2020,15,Cole Anthony,10.5,.060,-0.8,2.5,355,8462,6
2020,16,Isaiah Stewart,19.5,.106,-1.5,1.2,365,8859,6
2020,17,Aleksej Pokusevski,-0.2,-.002,-3.1,-1.0,168,3429,4
2020,18,Josh Green,11.1,.073,-2.6,-1.2,349,7323,6
2020,19,Saddiq Bey,20.0,.087,-0.5,4.3,364,11050,5
2020,20,Precious Achiuwa,14.8,.087,-2.1,-0.3,393,8141,6
2020,21,Tyrese Maxey,35.1,.131,2.2,13.5,388,12848,6
2020,22,Zeke Nnaji,7.5,.100,-2.8,-0.7,303,3633,6
2020,23,Leandro Bolmaro,-0.3,-.048,-7.8,-0.5,49,309,2
2020,24,R.J. Hampton,0.8,.013,-3.8,-1.4,170,3116,4
2020,25,Immanuel Quickley,27.9,.127,1.5,9.2,394,10523,6
2020,26,Payton Pritchard,29.4,.148,1.5,8.5,426,9564,6
2020,27,Udoka Azubuike,2.0,.133,-1.5,0.1,84,724,4
2020,28,Jaden McDaniels,23.1,.087,-1.5,1.5,439,12765,6
2020,29,Malachi Flynn,2.9,.045,-2.6,-0.5,217,3076,5
2020,30,Desmond Bane,33.0,.132,2.2,12.7,395,12030,6
2020,31,Tyrell Terry,0.0,-.035,-4.8,0.0,13,59,2
2020,32,Vernon Carey Jr.,0.2,.058,-6.3,-0.2,37,187,3
2020,33,Daniel Oturu,0.3,.086,-5.2,-0.2,33,188,2
2020,34,Theo Maledon,-0.2,-.002,-4.6,-2.4,177,3753,4
2020,35,Xavier Tillman,10.3,.114,-0.2,2.0,290,4354,6
2020,36,Tyler Bey,0.0,-.033,-9.5,-0.1,18,71,1
2020,37,Vít Krejčí,6.9,.084,-2.0,0.1,203,3941,5
2020,38,Saben Lee,3.5,.085,-1.4,0.3,134,1943,4
2020,39,Elijah Hughes,-0.4,-.039,-6.4,-0.5,54,498,2
2020,40,Robert Woodard II,-0.1,-.077,-7.7,-0.1,25,87,2
2020,41,Tre Jones,20.3,.119,-0.1,4.0,362,8196,6
2020,42,Nick Richards,13.9,.124,-2.9,-1.2,305,5363,6
2020,43,Jahmi'us Ramsey,-0.1,-.008,-5.4,-0.3,39,349,3
2020,44,Marko Simonovic,0.0,-.026,-12.3,-0.1,16,55,2
2020,45,Jordan Nwora,3.0,.043,-2.8,-0.7,206,3359,4
2020,46,CJ Elleby,0.5,.018,-5.2,-1.1,88,1366,2
2020,47,Yam Madar,,,,,,,
2020,48,Nico Mannion,0.2,.029,-3.9,-0.2,30,364,1
2020,49,Isaiah Joe,19.0,.131,0.6,4.6,392,6943,6
2020,50,Skylar Mays,2.1,.092,-0.7,0.4,105,1111,4
2020,51,Justinian Jessup,,,,,,,
2020,52,KJ Martin,12.4,.089,-1.8,0.4,309,6674,5
2020,53,Cassius Winston,0.1,.051,-4.9,-0.1,29,137,2
2020,54,Cassius Stanley,0.0,-.006,-7.9,-0.4,33,248,2
2020,55,Jay Scrubb,-0.1,-.014,-6.6,-0.3,24,235,3
2020,56,Grant Riller,0.1,.177,5.1,0.0,7,27,1
2020,57,Reggie Perry,0.4,.048,-5.5,-0.3,36,398,2
2020,58,Paul Reed,15.9,.184,1.7,3.9,325,4163,6
2020,59,Jalen Harris,0.3,.079,0.3,0.1,13,172,1
2020,60,Sam Merrill,10.5,.120,0.1,2.3,225,4197,6
2021,1,Cade Cunningham,14.9,.078,2.2,9.8,272,9186,5
2021,2,Jalen Green,11.0,.049,-1.1,2.4,339,10866,5
2021,3,Evan Mobley,34.8,.154,2.4,12.1,334,10819,5
2021,4,Scottie Barnes,27.2,.107,2.3,13.1,356,12204,5
2021,5,Jalen Suggs,8.3,.055,-0.3,3.1,268,7154,5
2021,6,Josh Giddey,17.2,.083,1.5,8.8,334,9926,5
2021,7,Jonathan Kuminga,13.0,.096,-1.1,1.5,294,6502,5
2021,8,Franz Wagner,24.2,.112,0.9,7.7,325,10417,5
2021,9,Davion Mitchell,10.3,.057,-2.6,-1.3,371,8651,5
2021,10,Ziaire Williams,6.2,.052,-3.0,-1.5,269,5767,5
2021,11,James Bouknight,-0.3,-.017,-5.9,-0.9,79,900,3
2021,12,Joshua Primo,-0.2,-.011,-5.3,-0.9,56,1068,3
2021,13,Chris Duarte,1.9,.028,-3.0,-0.8,177,3231,4
2021,14,Moses Moody,11.6,.096,-1.0,1.5,315,5769,5
2021,15,Corey Kispert,11.1,.062,-2.3,-0.6,350,8643,5
2021,16,Alperen Sengun,30.5,.140,3.1,13.4,358,10499,5
2021,17,Trey Murphy III,24.4,.128,1.6,8.3,317,9197,5
2021,18,Tre Mann,1.9,.020,-3.6,-1.8,234,4525,5
2021,19,Kai Jones,2.8,.126,-1.2,0.2,107,1081,3
2021,20,Jalen Johnson,15.9,.111,2.2,7.2,256,6867,5
2021,21,Keon Johnson,-0.3,-.005,-4.2,-1.7,161,3098,4
2021,22,Isaiah Jackson,10.3,.148,-0.4,1.3,219,3346,5
2021,23,Usman Garuba,2.3,.090,-1.4,0.2,105,1228,3
2021,24,Josh Christopher,0.2,.003,-3.9,-1.1,152,2189,3
2021,25,Quentin Grimes,14.4,.085,-0.7,2.7,318,8151,5
2021,26,Bones Hyland,7.4,.082,-0.2,2.0,257,4351,5
2021,27,Cam Thomas,5.0,.041,-2.3,-0.4,257,5861,5
2021,28,Jaden Springer,1.4,.068,-2.7,-0.2,110,967,4
2021,29,Day'Ron Sharpe,11.9,.145,0.0,2.0,253,3932,5
2021,30,Santi Aldama,14.5,.107,0.9,4.7,278,6518,5
2021,31,Isaiah Todd,-0.3,-.124,-10.2,-0.3,18,135,2
2021,32,Jeremiah Robinson-Earl,5.9,.074,-2.4,-0.4,219,3835,5
2021,33,Jason Preston,0.1,.023,-2.6,0.0,21,195,2
2021,34,Rokas Jokubaitis,,,,,,,
2021,35,Herbert Jones,16.4,.089,-0.9,2.6,296,8843,5
2021,36,Miles McBride,10.5,.099,-0.4,2.0,277,5133,5
2021,37,JT Thor,1.2,.026,-4.5,-1.5,185,2261,4
2021,38,Ayo Dosunmu,17.5,.086,-1.2,2.0,348,9695,5
2021,39,Neemias Queta,14.2,.209,1.4,2.8,186,3271,5
2021,40,Jared Butler,2.5,.059,-1.5,0.3,148,2047,4
2021,41,Joe Wieskamp,0.1,.013,-5.3,-0.2,38,255,2
2021,42,Isaiah Livers,2.0,.039,-3.1,-0.7,130,2398,4
2021,43,Greg Brown III,0.2,.015,-5.1,-0.6,70,773,3
2021,44,Kessler Edwards,2.7,.058,-2.9,-0.5,178,2255,4
2021,45,Juhann Begarin,,,,,,,
2021,46,Dalano Banton,2.0,.030,-1.5,0.4,222,3204,5
2021,47,David Johnson,0.0,-.495,-27.7,0.0,2,2,1
2021,48,Sharife Cooper,0.4,.023,-4.6,-0.5,54,739,2
2021,49,Marcus Zegarowski,,,,,,,
2021,50,Filip Petrusev,0.0,.029,-8.0,0.0,3,10,1
2021,51,Brandon Boston Jr.,1.0,.021,-3.7,-1.0,147,2346,4
2021,52,Luka Garza,8.2,.187,0.4,1.3,193,2091,5
2021,53,Charles Bassey,4.5,.152,0.6,0.9,126,1410,5
2021,54,Sandro Mamukelashvili,11.4,.138,1.1,3.2,271,3950,5
2021,55,Aaron Wiggins,15.0,.105,-0.9,1.9,339,6892,5
2021,56,Scottie Lewis,0.0,.164,6.0,0.0,2,7,1
2021,57,Balsa Koprivica,,,,,,,
2021,58,Jericho Sims,10.1,.124,-2.1,-0.1,258,3902,5
2021,59,RaiQuan Gray,0.2,.149,2.9,0.1,4,74,2
2021,60,Georgios Kalaitzakis,-0.1,-.024,-7.0,-0.3,13,213,1
2022,1,Paolo Banchero,16.1,.083,1.0,7.1,270,9313,4
2022,2,Chet Holmgren,21.2,.192,3.5,7.4,183,5287,3
2022,3,Jabari Smith Jr.,18.3,.094,-1.4,1.4,289,9296,4
2022,4,Keegan Murray,14.1,.081,-1.2,1.6,256,8373,4
2022,5,Jaden Ivey,2.9,.023,-2.4,-0.6,218,6089,4
2022,6,Bennedict Mathurin,8.3,.053,-3.2,-2.2,263,7529,4
2022,7,Shaedon Sharpe,5.9,.043,-2.1,-0.2,234,6561,4
2022,8,Dyson Daniels,15.8,.102,0.8,5.3,272,7491,4
2022,9,Jeremy Sochan,5.4,.047,-2.8,-1.1,228,5484,4
2022,10,Johnny Davis,-0.4,-.013,-6.2,-1.3,112,1278,3
2022,11,Ousmane Dieng,2.0,.040,-3.1,-0.7,166,2438,4
2022,12,Jalen Williams,23.8,.149,2.2,8.2,248,7672,4
2022,13,Jalen Duren,29.5,.190,2.0,7.5,276,7457,4
2022,14,Ochai Agbaji,5.5,.047,-2.9,-1.3,263,5562,4
2022,15,Mark Williams,16.0,.196,1.9,3.8,166,3923,4
2022,16,AJ Griffin,1.8,.053,-1.7,0.1,92,1572,2
2022,17,Tari Eason,11.8,.108,0.1,2.8,221,5216,4
2022,18,Dalen Terry,3.1,.061,-2.6,-0.3,218,2433,4
2022,19,Jake LaRavia,8.2,.085,-1.2,0.9,218,4630,4
2022,20,Malaki Branham,0.1,.001,-4.9,-2.9,216,3846,4
2022,21,Christian Braun,16.4,.114,-1.0,1.8,281,6910,4
2022,22,Walker Kessler,17.1,.161,2.0,5.1,201,5090,4
2022,23,David Roddy,2.0,.033,-3.9,-1.4,173,2918,4
2022,24,MarJon Beauchamp,1.4,.041,-3.8,-0.7,149,1661,4
2022,25,Blake Wesley,-0.2,-.004,-5.4,-2.2,187,2589,4
2022,26,Wendell Moore Jr.,1.0,.059,-2.5,-0.1,96,787,4
2022,27,Nikola Jović,4.7,.073,-0.9,0.8,154,3064,4
2022,28,Patrick Baldwin Jr.,0.7,.034,-3.3,-0.3,102,928,4
2022,29,TyTy Washington Jr.,-0.2,-.012,-5.7,-0.7,74,695,4
2022,30,Peyton Watson,7.8,.076,-1.8,0.3,225,4928,4
2022,31,Andrew Nembhard,8.9,.057,-2.2,-0.2,265,7437,4
2022,32,Caleb Houstan,4.2,.081,-2.6,-0.4,186,2490,4
2022,33,Christian Koloko,2.9,.094,-3.6,-0.6,122,1501,3
2022,34,Jaylin Williams,11.7,.145,1.6,3.6,230,3872,4
2022,35,Max Christie,6.7,.055,-2.4,-0.6,263,5827,4
2022,36,Gabriele Procida,,,,,,,
2022,37,Jaden Hardy,0.5,.007,-4.1,-1.8,235,3502,4
2022,38,Kennedy Chandler,0.5,.035,-4.4,-0.4,47,636,2
2022,39,Khalifa Diop,,,,,,,
2022,40,Bryce McGowens,2.3,.043,-4.7,-1.7,160,2581,4
2022,41,E.J. Liddell,0.6,.070,-3.5,-0.2,46,425,3
2022,42,Trevor Keels,-0.1,-.150,-14.0,-0.1,11,23,2
2022,43,Moussa Diabaté,11.4,.162,0.2,1.9,177,3399,4
2022,44,Ryan Rollins,5.1,.074,-0.1,1.6,155,3336,4
2022,45,Josh Minott,4.0,.148,2.3,1.4,142,1297,4
2022,46,Ismael Kamagate,,,,,,,
2022,47,Vince Williams Jr.,3.2,.054,-1.5,0.4,134,2860,4
2022,48,Kendall Brown,0.1,.055,-5.3,-0.1,21,103,2
2022,49,Isaiah Mobley,0.3,.090,-3.0,0.0,23,173,3
2022,50,Matteo Spagnolo,,,,,,,
2022,51,Tyrese Martin,1.0,.022,-3.0,-0.5,122,2158,3
2022,52,Karlo Matković,4.3,.120,-0.6,0.6,104,1703,2
2022,53,JD Davison,0.6,.066,-2.3,0.0,64,416,4
2022,54,Yannick Nzosa,,,,,,,
2022,55,Gui Santos,5.2,.105,-0.9,0.7,147,2349,3
2022,56,Luke Travers,-0.1,-.025,-6.2,-0.2,24,191,2
2022,57,Jabari Walker,6.8,.085,-3.1,-1.1,252,3830,4
2022,58,Hugo Besson,,,,,,,
2023,1,Victor Wembanyama,17.5,.152,7.4,13.0,181,5499,3
2023,2,Brandon Miller,5.7,.052,-0.6,1.9,166,5275,3
2023,3,Scoot Henderson,1.1,.013,-3.7,-1.8,158,4272,3
2023,4,Amen Thompson,22.6,.165,2.9,8.2,210,6566,3
2023,5,Ausar Thompson,11.3,.112,1.0,3.6,195,4807,3
2023,6,Anthony Black,6.7,.065,-1.6,0.5,211,4961,3
2023,7,Bilal Coulibaly,1.7,.016,-3.4,-1.8,178,5131,3
2023,8,Jarace Walker,2.5,.035,-1.7,0.3,184,3480,3
2023,9,Taylor Hendricks,2.4,.056,-2.1,-0.1,102,2049,3
2023,10,Cason Wallace,14.4,.123,0.8,4.0,227,5614,3
2023,11,Jett Howard,1.4,.046,-3.5,-0.5,133,1463,3
2023,12,Dereck Lively II,8.7,.186,1.6,2.0,98,2242,3
2023,13,Gradey Dick,3.1,.038,-4.0,-2.0,190,3922,3
2023,14,Jordan Hawkins,0.3,.005,-4.7,-2.2,174,3173,3
2023,15,Kobe Bufkin,-0.2,-.024,-5.7,-0.4,43,439,3
2023,16,Keyonte George,4.0,.032,-2.2,-0.3,196,5918,3
2023,17,Jalen Hood-Schifino,-0.6,-.068,-9.3,-0.8,36,424,2
2023,18,Jaime Jaquez Jr.,10.5,.090,-0.9,1.6,216,5602,3
2023,19,Brandin Podziemski,13.4,.107,0.2,3.4,220,6017,3
